OfficeName,ObservedYears,CycleEstimate,PredictionReason
Judge - 1st District Court 8,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 3rd District Court 11,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 3rd District Court 13,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 3rd District Court 16,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 3rd District Court 18,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 3rd District Court 2,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 3rd District Court 21,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 3rd District Court 23,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 3rd District Court 9,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 18,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 21,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 23,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 24,2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Judge - 4th District Court 26,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 31,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 34,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 36,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 37,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 38,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 39,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 4,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 41,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 45,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 46,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 50,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 51,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 52,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 60,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 62,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 7,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 8,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 4th District Court 9,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 5th District Court 1,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 5th District Court 16,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 5th District Court 3,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 5th District Court 4,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 5th District Court 6,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 6th District Court 10,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 6th District Court 11,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 6th District Court 13,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 6th District Court 15,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 6th District Court 3,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 6th District Court 7,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 6th District Court 8,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 7th District Court 18,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 7th District Court 19,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 7th District Court 25,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 7th District Court 3,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 7th District Court 4,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 8th District Court 3,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 8th District Court 9,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 9th District Court 16,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 9th District Court 17,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 9th District Court 20,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 9th District Court 23,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 9th District Court 6,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - 9th District Court 8,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 1,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 10,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 11,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 16,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 17,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 18,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 19,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 5,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 7,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Judge - Court of Appeals 8,2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Mayor (Ada),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Mayor (Adams),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Adrian),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Afton),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Albany),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Albert Lea),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Mayor (Alberta),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Albertville),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Alden),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Aldrich),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Alpha),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Altura),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Alvarado),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Amboy),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Andover),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Annandale),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Anoka),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Apple Valley),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Mayor (Appleton),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Arco),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Arden Hills),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Mayor (Arlington),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Mayor (Ashby),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Mayor (Askov),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Atwater),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Audubon),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Avoca),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Avon),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Babbitt),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Backus),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Badger),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bagley),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Balaton),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Barnum),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Mayor (Barrett),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Barry),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Battle Lake),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Baudette),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bayport),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Beardsley),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Beaver Creek),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bejou),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Belgrade),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Belle Plaine),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bellechester),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bellingham),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Beltrami),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Belview),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bena),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Benson),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Mayor (Bertha),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bethel),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Big Falls),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bigelow),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bigfork),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bingham Lake),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Birchwood Village),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bird Island),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Biscay),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Biwabik),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Blackduck),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Blomkest),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Blooming Prairie),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bluffton),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Bock),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Mayor (Borup),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
